No	ExtEHR resource	ExtEHR field	ExtEHR #	ExtEHR description	ExtEHR type	Ext binding	ExtEHR source	Mapped Resource	Mapped Field	EQ				Modeling	Needs work	Actor	Section	R4Mapped Resource	R4Mapped Field	EQ				Modeling	Needs work	Actor	Section	
996	EHDSLaboratoryOrderHeader	healthInsuranceAndPaymentInformation	0..*	Health insurance information (Health insurance information is not always required, however, in some jurisdictions, the insurance number is also used as the patient identifier. It is necessary not just for identification but also forms access to funding for care.)	EHDSCoverage		A.1.4 - Health insurance and payment information																					
997	EHDSLaboratoryOrderHeader	intendedRecipient	0..*	Information recipient (intended recipient or recipients of the report, additional recipients might be identified by the ordering party, e.g. GP, other specialist), if applicable	Reference		A.1.5 - Intended recipient																					
998	EHDSLaboratoryOrderHeader	authorship	1..*	Information about author or authors of the document	Base		A.1.6 - Authorship																					
999	EHDSLaboratoryOrderHeader	authorship.author	1..1	Author by whom the document was/were authored. Multiple authors could be provided.	EHDSHealthProfessional		A.1.6.1 - Author																					
1000	EHDSLaboratoryOrderHeader	authorship.datetime	1..1	Date and time of the last modification of the document by its Author.	dateTime		A.1.6.2 - DateTime																					
1001	EHDSLaboratoryOrderHeader	attestation	0..*	Document attestation details	Base		A.1.7 - Attestation																					
1002	EHDSLaboratoryOrderHeader	attestation.attester	1..1	Attester who validated the document. Mulitple attesters could be provided.	EHDSHealthProfessional		A.1.7.1 - Attester																					
1003	EHDSLaboratoryOrderHeader	attestation.datetime	1..1	Date and time of the approval of the document by Attester.	dateTime		A.1.7.2 - DateTime																					
1004	EHDSLaboratoryOrderHeader	legalAuthentication	0..1	Document legal authentication	Base		A.1.8 - Legal authentication																					
1005	EHDSLaboratoryOrderHeader	legalAuthentication.legalAuthenticator	1..1	The person taking responsibility for the medical content of the document	EHDSHealthProfessional		A.1.8.1 - Legal authenticator																					
1006	EHDSLaboratoryOrderHeader	legalAuthentication.datetime	1..1	Date and time when the document was authorized.	dateTime		A.1.8.2 - DateTime																					
1007	EHDSLaboratoryOrderHeader	documentMetadata	1..1	Data relevant to document type and its content for administrative and searching purposes.	Base		A.1.9 - Document metadata																					
1008	EHDSLaboratoryOrderHeader	documentMetadata.documentId	1..1	Unique identifier of the document	Identifier		A.1.9.1 - Document ID																					
1009	EHDSLaboratoryOrderHeader	documentMetadata.documentType	1..1	Identifies the type of document at hand, e.g. Discharge report.	CodeableConcept	LOINC (preferred)	A.1.9.2 - Document type																					
1010	EHDSLaboratoryOrderHeader	documentMetadata.documentStatus	1..1	The status of the document/report. E.g., preliminary, final.	CodeableConcept	hl7:DiagnosticReportStatus (preferred)	A.1.9.3 - Document status																					
1011	EHDSLaboratoryOrderHeader	documentMetadata.period	0..1	Documented period service. Typically used for searching purposes.	Period		A.1.9.4 - Period																					
1012	EHDSLaboratoryOrderHeader	documentMetadata.reportDateAndTime	1..1	Date and time of the report creation.	dateTime		A.1.9.5 - Report date and time																					
1013	EHDSLaboratoryOrderHeader	documentMetadata.documentTitle	1..1	Document title, such as "Discharge report", "Laboratory Result Report" etc..	string		A.1.9.6 - Document title																					
1014	EHDSLaboratoryOrderHeader	documentMetadata.eventType	0..*	Categorization of an "event" covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of event types depends on the use case and agreement betwen data sharing parties. This meta-data element serves primarily for searching and filtering purpuses.	CodeableConcept	LOINC, SNOMED CT, dicom-cid-33-Modality (preferred)	A.1.9.7 - Event type																					
1015	EHDSLaboratoryOrderHeader	documentMetadata.specialty	0..*	Additional details about where the content was created (e.g. clinical specialty)	CodeableConcept	SNOMED CT (preferred)	A.1.9.8 - Specialty																					
1016	EHDSLaboratoryOrderHeader	documentMetadata.reportCustodian	1..1	Organisation that is in charge of maintaining the report [this element will include organisation ID, name, address etc., as other elements describing organisations].	EHDSOrganisation		A.1.9.9 - Report custodian																					
1017	EHDSLaboratoryOrderHeader	documentMetadata.documentFormat	0..1	An identifier of the document constraints, encoding, structure, and template that the document conforms to beyond the base format indicated in the mimeType.	CodeableConcept	HL7 Document Format Codes (preferred)	A.1.9.10 - Document format																					
1018	EHDSLaboratoryOrderHeader	documentMetadata.confidentiality	0..1	Level of confidentiality of the document. Implicit value is normal.	CodeableConcept	hl7:Confidentiality (preferred)	A.1.9.11 - Confidentiality																					
